@ NAME             %08s "TRACKONE"
@ TYPE             %08s "TRACKONE"
@ TITLE            %08s "no-title"
@ ORIGIN           %20s "MAD-X 4.00.00 Darwin"
@ DATE             %08s "01/04/12"
@ TIME             %08s "18.32.33"
*     NUMBER       TURN                  X                 PX                  Y                 PY                  T                 PT                  S                  E 
$         %d         %d                %le                %le                %le                %le                %le                %le                %le                %le 
#segment       1      13      80       0 start                                  
         28          3     -0.01655209885   -0.0003555437597     0.004229977016    -0.001223225717                  0                  0               0.15                6.7
         29          3    -0.001049236595    0.0003702714836   -0.0001644723039    4.178290467e-05                  0                  0               0.15                6.7
         30          3   -0.0001713865805    2.017148446e-05   -1.068360175e-05     3.68080256e-06                  0                  0               0.15                6.7
         34          3    0.0002689872048   -0.0007039504984     0.000269859131   -5.915516408e-05                  0                  0               0.15                6.7
         35          3    0.0002267352426   -2.738837088e-05    1.418320821e-05   -4.915481396e-06                  0                  0               0.15                6.7
         39          3   -0.0005873020955    0.0006459555107   -0.0002785323129    5.767119857e-05                  0                  0               0.15                6.7
         40          3   -0.0002279887996     2.70562302e-05   -1.431581213e-05    4.914054962e-06                  0                  0               0.15                6.7
         44          3    -0.001503380713    -0.001121468983    0.0004274455102   -7.065816061e-05                  0                  0               0.15                6.7
         45          3    0.0002821128239   -3.461412556e-05    1.779578484e-05   -6.155064082e-06                  0                  0               0.15                6.7
         49          3    0.0006949442293     0.001002822364   -0.0004294948732    6.762693318e-05                  0                  0               0.15                6.7
         50          3    -0.000284084292    3.409288327e-05   -1.800306737e-05    6.152746487e-06                  0                  0               0.15                6.7
         54          3    -0.004756644949     -0.00153618014    0.0005858054468   -6.551737298e-05                  0                  0               0.15                6.7
         55          3    0.0003366648472   -4.207835628e-05     2.14585341e-05   -7.401711678e-06                  0                  0               0.15                6.7
         59          3     0.003031392129     0.001392871783   -0.0005834279471     6.13880912e-05                  0                  0               0.15                6.7
         60          3   -0.0003395262686    4.132379175e-05   -2.175717047e-05    7.398217323e-06                  0                  0               0.15                6.7
         64          3    -0.007427455699   -0.0008189723832    0.0005728294959   -5.509556198e-05                  0                  0               0.15                6.7
         65          3    0.0003902360531   -4.982426488e-05     2.51832915e-05   -8.656793254e-06                  0                  0               0.15                6.7
         69          3     0.006089790588     0.001566686613   -0.0006920860066     4.50459762e-05                  0                  0               0.15                6.7
         70          3    -0.000394167058    4.879084866e-05   -2.558999542e-05    8.651783003e-06                  0                  0               0.15                6.7
         74          3      0.01767975834     0.001606703737   -0.0003049244857    3.624642413e-05                  0                  0               0.15                6.7
         75          3    0.0004426685205    -5.78947695e-05    2.898197835e-05   -9.921659235e-06                  0                  0               0.15                6.7
         79          3     0.005516267079   -0.0006315286581   -0.0005227923714    3.332319888e-05                  0                  0               0.15                6.7
         80          3   -0.0004478577031    5.653545608e-05   -2.951349924e-05    9.914729717e-06                  0                  0               0.15                6.7
#segment       7      13      34    2550 end                                    
          4          3   -0.0001164464441    0.0001720422051    1.872306655e-05    8.190326299e-06                  0                  0         1195.02992                6.7
          5          3   -1.563021939e-05    1.704708264e-05    2.180257445e-06    8.094863979e-07                  0                  0         1195.02992                6.7
          8          3     -0.01350694979   -0.0002063326153   -0.0001075368521   -6.689634545e-05                  0                  0         1195.02992                6.7
          9          3     0.000111426148    -0.000173077138      -1.831164e-05   -8.211648869e-06                  0                  0         1195.02992                6.7
         10          3    1.557259621e-05   -1.705703748e-05   -2.176158721e-06   -8.096562943e-07                  0                  0         1195.02992                6.7
         14          3    2.786977532e-05    0.0003506253243    1.625251365e-05    1.675526422e-05                  0                  0         1195.02992                6.7
         15          3   -3.106422503e-05    3.409763538e-05    4.345268153e-06    1.619480847e-06                  0                  0         1195.02992                6.7
         18          3     -0.01804112023     0.000354752723      0.00173003017   -5.851363873e-05                  0                  0         1195.02992                6.7
         19          3   -3.916469818e-05   -0.0003554233377   -1.451875498e-05   -1.690084569e-05                  0                  0         1195.02992                6.7
         20          3    3.083460065e-05   -3.413749689e-05   -4.328873362e-06   -1.620165472e-06                  0                  0         1195.02992                6.7
         24          3    0.0007325752607    0.0005204381405   -3.784129121e-05    2.457499135e-05                  0                  0         1195.02992                6.7
         25          3   -4.604690527e-05    5.116481069e-05    6.475595862e-06    2.430647788e-06                  0                  0         1195.02992                6.7
         29          3     -0.00072381149    -0.000534363642    4.213335892e-05    -2.51624714e-05                  0                  0         1195.02992                6.7
         30          3    4.553365874e-05   -5.125465984e-05   -6.438707251e-06   -2.432207156e-06                  0                  0         1195.02992                6.7
         34          3      0.00229575713    0.0006166899883   -0.0001852860393    2.661786347e-05                  0                  0         1195.02992                6.7
         35          3   -6.032160049e-05    6.826126136e-05    8.551622455e-06    3.243629433e-06                  0                  0         1195.02992                6.7
         39          3    -0.002168175437   -0.0006526848994    0.0001893142714   -2.829421547e-05                  0                  0         1195.02992                6.7
         40          3     5.94175947e-05   -6.842140342e-05   -8.486039697e-06   -3.246449093e-06                  0                  0         1195.02992                6.7
         44          3     0.004606766308    0.0004271815287   -0.0004407342892    1.741813519e-05                  0                  0         1195.02992                6.7
         45          3   -7.362968533e-05    8.539891309e-05    1.055345783e-05    4.059036591e-06                  0                  0         1195.02992                6.7
         49          3    -0.004174673271   -0.0005711640947    0.0004205740054   -1.969598322e-05                  0                  0         1195.02992                6.7
         50          3     7.22341673e-05   -8.564996756e-05   -1.045097261e-05    -4.06353831e-06                  0                  0         1195.02992                6.7
         54          3     0.005862220865   -0.0006322186599   -0.0006491435186    8.546649226e-06                  0                  0         1195.02992                6.7
         55          3   -8.571034615e-05    0.0001025887252    1.246084946e-05    4.877438913e-06                  0                  0         1195.02992                6.7
         59          3    -0.005824903157   -2.992082402e-05    0.0006196229861   -3.675221088e-06                  0                  0         1195.02992                6.7
         60          3    8.373061913e-05    -0.000102951748   -1.231323533e-05   -4.884091828e-06                  0                  0         1195.02992                6.7
         64          3    0.0001299956993    -0.001473547683      -0.0004702379   -2.461249673e-05                  0                  0         1195.02992                6.7
         65          3   -9.630021123e-05    0.0001198404628    1.425308941e-05     5.69935419e-06                  0                  0         1195.02992                6.7
         69          3    -0.004831701124     0.001026792405    0.0006309974865    2.174045776e-05                  0                  0         1195.02992                6.7
         70          3    9.365345823e-05   -0.0001203370682   -1.405208668e-05   -5.708686541e-06                  0                  0         1195.02992                6.7
         74          3      0.01527520593    0.0002770863367   -0.0002591857151   -5.280855961e-05                  0                  0         1195.02992                6.7
         75          3   -0.0001051330329     0.000137162473    1.590892246e-05    6.525236793e-06                  0                  0         1195.02992                6.7
         79          3       0.0061720954     0.001287651743    7.960057574e-06    6.759003368e-05                  0                  0         1195.02992                6.7
         80          3    0.0001017480167   -0.0001378149825   -1.564621753e-05   -6.537848377e-06                  0                  0         1195.02992                6.7
#segment       8      13      34       2 QDI                                    
          4          4   -9.165791961e-05     0.000158990329    1.977162003e-05    5.768424193e-06                  0                  0               0.15                6.7
          5          4   -1.321262469e-05      1.5238119e-05    2.280788249e-06    5.288186767e-07                  0                  0               0.15                6.7
          8          4     -0.01366546581    -0.001910530419   -0.0001165281516    -5.27992441e-05                  0                  0               0.15                6.7
          9          4    8.643451767e-05   -0.0001606677255    -1.93672524e-05   -5.841072643e-06                  0                  0               0.15                6.7
         10          4    1.315295979e-05   -1.525542991e-05    -2.27675349e-06    -5.29500293e-07                  0                  0               0.15                6.7
         14          4    8.089193514e-05    0.0003574466342    1.860501876e-05    1.456219451e-05                  0                  0               0.15                6.7
         15          4   -2.622666175e-05    3.050446924e-05    4.546549167e-06    1.060050104e-06                  0                  0               0.15                6.7
         18          4       -0.018157999    -0.001915581297     0.001705005091   -0.0002746296771                  0                  0               0.15                6.7
         19          4   -9.301541594e-05   -0.0003637134016   -1.690933943e-05   -1.492353986e-05                  0                  0               0.15                6.7
         20          4    2.598887233e-05   -3.057364598e-05   -4.530410985e-06   -1.062781549e-06                  0                  0               0.15                6.7
         24          4    0.0008177999249    0.0006176744713   -3.381061034e-05    2.908298731e-05                  0                  0               0.15                6.7
         25          4   -3.878261291e-05    4.584447844e-05    6.778128694e-06    1.596786643e-06                  0                  0               0.15                6.7
         29          4   -0.0008110488411   -0.0006306269132    3.797445414e-05   -3.020247299e-05                  0                  0               0.15                6.7
         30          4      3.8251003e-05   -4.599985883e-05    -6.74182029e-06   -1.602951218e-06                  0                  0               0.15                6.7
         34          4     0.002410217144    0.0009118389789   -0.0001795627763    4.957241108e-05                  0                  0               0.15                6.7
         35          4    -5.06194925e-05    6.130326505e-05    8.956189305e-06    2.142121409e-06                  0                  0               0.15                6.7
         39          4    -0.002286847643   -0.0009320947491    0.0001833024481   -5.173748255e-05                  0                  0               0.15                6.7
         40          4    4.968285853e-05   -6.157884823e-05   -8.891645149e-06   -2.153128033e-06                  0                  0               0.15                6.7
         44          4     0.004714520294      0.00101179338   -0.0004339834816    7.245120603e-05                  0                  0               0.15                6.7
         45          4   -6.147443994e-05    7.692546127e-05    1.106111935e-05    2.699150471e-06                  0                  0               0.15                6.7
         49          4    -0.004300014779    -0.001102679032    0.0004136722534   -7.218277953e-05                  0                  0               0.15                6.7
         50          4    6.002797547e-05   -7.735475902e-05   -1.096027141e-05   -2.716444942e-06                  0                  0               0.15                6.7
         54          4     0.005822413267    0.0001006174698   -0.0006417586146    8.976405539e-05                  0                  0               0.15                6.7
         55          4   -7.108253117e-05    9.275499965e-05    1.307294201e-05    3.270974519e-06                  0                  0               0.15                6.7
         59          4     -0.00588437656   -0.0007643026738    0.0006132442222   -8.124134657e-05                  0                  0               0.15                6.7
         60          4    6.902949634e-05   -9.337094888e-05   -1.292771139e-05   -3.296051829e-06                  0                  0               0.15                6.7
         64          4   -9.050476481e-05    -0.001471070893   -0.0004694943453    3.451097485e-05                  0                  0               0.15                6.7
         65          4   -7.917643958e-05    0.0001088349296    1.497122159e-05    3.860699906e-06                  0                  0               0.15                6.7
         69          4    -0.004722796077    0.0004275540668    0.0006283121048   -5.748929636e-05                  0                  0               0.15                6.7
         70          4    7.642998348e-05   -0.0001096697859   -1.477350529e-05   -3.895117758e-06                  0                  0               0.15                6.7
         74          4      0.01546105595     0.002204801219   -0.0002646438131   -1.985170381e-05                  0                  0               0.15                6.7
         75          4   -8.548614887e-05    0.0001252072314    1.673497077e-05    4.471438703e-06                  0                  0               0.15                6.7
         79          4     0.006424098459     0.002077659012    1.799187817e-05    6.595726178e-05                  0                  0               0.15                6.7
         80          4    8.197100321e-05   -0.0001262925049   -1.647662309e-05   -4.516832433e-06                  0                  0               0.15                6.7
#segment       9      13      34    2550 end                                    
          4          4   -0.0003615233233   -0.0001625628724   -6.981193602e-05   -5.965689282e-06                  0                  0         1195.02992                6.7
          5          4   -3.094844859e-05   -1.642143189e-05   -7.286519123e-06   -5.675525159e-07                  0                  0         1195.02992                6.7
          8          4     -0.01501468551     0.001415073579    0.0008219431297   -0.0002119165194                  0                  0         1195.02992                6.7
          9          4     0.000363014514    0.0001614900089    6.983763188e-05     6.07477349e-06                  0                  0         1195.02992                6.7
         10          4    3.096148029e-05    1.640976076e-05    7.287065485e-06    5.687219057e-07                  0                  0         1195.02992                6.7
         14          4    -0.001031516792   -0.0003056996055   -0.0001167375155   -1.366222469e-05                  0                  0         1195.02992                6.7
         15          4    -6.22044664e-05   -3.284319857e-05    -1.45551273e-05   -1.136041658e-06                  0                  0         1195.02992                6.7
         18          4     -0.02059938999     0.000173460916     0.001091014216      7.4440633e-05                  0                  0         1195.02992                6.7
         19          4     0.001041502514    0.0003028033084    0.0001163574911    1.399292404e-05                  0                  0         1195.02992                6.7
         20          4    6.225680856e-05    3.279661571e-05    1.455728011e-05    1.140709964e-06                  0                  0         1195.02992                6.7
         24          4    -0.002235963711   -0.0003693452396   -9.534358895e-05   -2.317932836e-05                  0                  0         1195.02992                6.7
         25          4   -9.408826484e-05   -4.925351476e-05   -2.178827547e-05   -1.707573631e-06                  0                  0         1195.02992                6.7
         29          4     0.002279002745    0.0003685444054    9.151954674e-05    2.344548232e-05                  0                  0         1195.02992                6.7
         30          4    9.420672296e-05    4.914910588e-05    2.179299609e-05    1.718042535e-06                  0                  0         1195.02992                6.7
         34          4    -0.003827166019    -0.000197335767     6.59994995e-05    -3.13575843e-05                  0                  0         1195.02992                6.7
         35          4   -0.0001269193558   -6.563981457e-05   -2.896801137e-05   -2.284245478e-06                  0                  0         1195.02992                6.7
         39          4     0.003915581088    0.0002127807501   -7.843891424e-05    3.055375379e-05                  0                  0         1195.02992                6.7
         40          4    0.0001271317603    6.545520806e-05    2.897609446e-05    2.302769964e-06                  0                  0         1195.02992                6.7
         44          4     -0.00449863891    0.0004621594068    0.0003756579689   -3.607831037e-05                  0                  0         1195.02992                6.7
         45          4   -0.0001610163548    -8.19884003e-05   -3.607575873e-05   -2.868135016e-06                  0                  0         1195.02992                6.7
         49          4     0.004828717783   -0.0003263718307   -0.0003778677552    3.411741185e-05                  0                  0         1195.02992                6.7
         50          4    0.0001613519286    8.170200473e-05    3.608776041e-05     2.89690409e-06                  0                  0         1195.02992                6.7
         54          4    0.0008060038724     0.001315737022    0.0005819460484    1.739505111e-05                  0                  0         1195.02992                6.7
         55          4   -0.0001966965066   -9.828409603e-05   -4.309209267e-05   -3.461289703e-06                  0                  0         1195.02992                6.7
         59          4     0.003156950306   -0.0009851198915   -0.0005989138691    1.911154322e-05                  0                  0         1195.02992                6.7
         60          4    0.0001971865895    9.787535419e-05      4.3108253e-05    3.502406568e-06                  0                  0         1195.02992                6.7
         64          4     0.006808579808    0.0003761573851    0.0004261799089    3.638177534e-05                  0                  0         1195.02992                6.7
         65          4   -0.0002342753551   -0.0001145098952   -4.999650691e-05   -4.065714078e-06                  0                  0         1195.02992                6.7
         69          4    -0.003610580688    -0.001173280224   -0.0004891092788   -4.633789249e-05                  0                  0         1195.02992                6.7
         70          4    0.0002349540368    0.0001139595589    5.001666535e-05    4.121175542e-06                  0                  0         1195.02992                6.7
         74          4       0.0136024974   -0.0006186979476    -6.66288991e-05   -9.725246578e-05                  0                  0         1195.02992                6.7
         75          4   -0.0002740662769   -0.0001306466079   -5.676717706e-05   -4.683355433e-06                  0                  0         1195.02992                6.7
         79          4   -0.0001767879148     0.001657640678    0.0005816419326   -5.496945493e-05                  0                  0         1195.02992                6.7
         80          4    0.0002749713309    0.0001299370371    5.679067919e-05    4.755030412e-06                  0                  0         1195.02992                6.7
#segment      10      13      34       2 QDI                                    
          4          5   -0.0003893962057    -0.000209658995    -7.00472137e-05    2.833581459e-06                  0                  0               0.15                6.7
          5          5   -3.371147592e-05   -2.047676886e-05   -7.302835685e-06     3.50340115e-07                  0                  0               0.15                6.7
          8          5     -0.01494345471   -0.0004638391254    0.0007825228148    -0.000312861865                  0                  0               0.15                6.7
          9          5    0.0003907400338    0.0002087639381    7.008897912e-05   -2.728741592e-06                  0                  0               0.15                6.7
         10          5    3.372287443e-05    2.046662995e-05    7.303551765e-06   -3.492501519e-07                  0                  0               0.15                6.7
         14          5    -0.001087250593   -0.0004385843216   -0.0001176821905    1.086345313e-06                  0                  0               0.15                6.7
         15          5   -6.773347405e-05   -4.099263793e-05   -1.458806898e-05    6.975092737e-07                  0                  0               0.15                6.7
         18          5     -0.02076769122    -0.002420997005     0.001091881365   -6.289674739e-05                  0                  0               0.15                6.7
         19          5     0.001096894742    0.0004369191695    0.0001173551905   -7.111633615e-07                  0                  0               0.15                6.7
         20          5    6.777930079e-05    4.095221203e-05    1.459089958e-05   -6.931545003e-07                  0                  0               0.15                6.7
         24          5    -0.002312641063   -0.0006546243402    -9.79126173e-05   -1.102056946e-05                  0                  0               0.15                6.7
         25          5   -0.0001023874544   -6.157606625e-05   -2.183863085e-05    1.037223267e-06                  0                  0               0.15                6.7
         29          5     0.002355965765    0.0006592400613    9.416434826e-05    1.176313713e-05                  0                  0               0.15                6.7
         30          5    0.0001024913199    6.148560104e-05    2.184487247e-05   -1.027444055e-06                  0                  0               0.15                6.7
         34          5    -0.003892977434   -0.0006815272259    6.068971901e-05   -3.932826579e-05                  0                  0               0.15                6.7
         35          5   -0.0001379940533   -8.225463667e-05    -2.90370515e-05    1.365156463e-06                  0                  0               0.15                6.7
         39          5     0.003984550931    0.0007082607203   -7.313230398e-05    4.008989205e-05                  0                  0               0.15                6.7
         40          5    0.0001381806843    8.209505685e-05     2.90478285e-05   -1.347818564e-06                  0                  0               0.15                6.7
         44          5    -0.004471551911   -0.0001004324425    0.0003667291365   -8.278576674e-05                  0                  0               0.15                6.7
         45          5   -0.0001748728322   -0.0001030546767   -3.616524011e-05    1.676924128e-06                  0                  0               0.15                6.7
         49          5     0.004825177996    0.0002791005821   -0.0003692113458    8.112006621e-05                  0                  0               0.15                6.7
         50          5    0.0001751684785    0.0001028078699    3.618143071e-05   -1.649928778e-06                  0                  0               0.15                6.7
         54          5     0.001011591551     0.001429732854    0.0005790723584    -5.56506905e-05                  0                  0               0.15                6.7
         55          5   -0.0002133417459   -0.0001240008487   -4.320426071e-05    1.968065321e-06                  0                  0               0.15                6.7
         59          5     0.003038510713   -0.0005965533675   -0.0005904217455     9.39388684e-05                  0                  0               0.15                6.7
         60          5    0.0002137749498    0.0001236500135    4.322641718e-05   -1.929359167e-06                  0                  0               0.15                6.7
         64          5     0.006929435229     0.001237777325    0.0004276106904   -1.733465763e-05                  0                  0               0.15                6.7
         65          5   -0.0002537167575    -0.000145115753   -5.013409965e-05    2.234026183e-06                  0                  0               0.15                6.7
         69          5    -0.003821200227    -0.001639386178   -0.0004914367746    1.535338924e-05                  0                  0               0.15                6.7
         70          5    0.0002543190341    0.0001446457558    5.016236155e-05   -2.181611097e-06                  0                  0               0.15                6.7
         74          5      0.01363777135      0.00108975547   -8.054417352e-05   -8.799303794e-05                  0                  0               0.15                6.7
         75          5   -0.0002963113134   -0.0001664195129   -5.693342905e-05    2.470144488e-06                  0                  0               0.15                6.7
         79          5    7.097182123e-05     0.001651004111    0.0005679504722    -0.000127296327                  0                  0               0.15                6.7
         80          5    0.0002971181384    0.0001658173076    5.696742759e-05   -2.402087177e-06                  0                  0               0.15                6.7
#segment      11      13      33    2550 end                                    
          4          5    0.0007580044804    0.0001141659452    9.864940192e-05     1.89138044e-06                  0                  0         1195.02992                6.7
          5          5    7.078526366e-05    1.219799044e-05    9.879667953e-06    1.308545568e-07                  0                  0         1195.02992                6.7
          9          5   -0.0007526801891   -0.0001143970515   -9.807645822e-05   -1.787891126e-06                  0                  0         1195.02992                6.7
         10          5   -7.073506589e-05   -1.219993537e-05   -9.873920875e-06   -1.297491781e-07                  0                  0         1195.02992                6.7
         14          5      0.00176923501    0.0001706739335    0.0001869555404    6.820349464e-06                  0                  0         1195.02992                6.7
         15          5     0.000141918491    2.434971549e-05    1.976448236e-05    2.661013794e-07                  0                  0         1195.02992                6.7
         18          5     -0.02046676483   -1.151693485e-05   -0.0004203638973    0.0001677058596                  0                  0         1195.02992                6.7
         19          5    -0.001749590221   -0.0001721226701    -0.000184665586   -6.538842204e-06                  0                  0         1195.02992                6.7
         20          5   -0.0001417172289   -2.435753681e-05   -1.974149544e-05   -2.616872502e-07                  0                  0         1195.02992                6.7
         24          5      0.00298609963    6.052309963e-05    0.0002103083269    1.587577774e-05                  0                  0         1195.02992                6.7
         25          5    0.0002136962991    3.641031432e-05    2.965346582e-05    4.090130328e-07                  0                  0         1195.02992                6.7
         29          5    -0.002979203246   -6.373383375e-05   -0.0002038437634   -1.592248739e-05                  0                  0         1195.02992                6.7
         30          5   -0.0002132416479   -3.642807085e-05   -2.960175072e-05   -3.991093157e-07                  0                  0         1195.02992                6.7
         34          5     0.003544093222   -0.0003521437134    7.043681037e-05    3.066427046e-05                  0                  0         1195.02992                6.7
         35          5    0.0002864124107    4.833389295e-05    3.954488286e-05    5.628399333e-07                  0                  0         1195.02992                6.7
         39          5    -0.003638117434    0.0003627417256   -4.894443659e-05   -3.121149627e-05                  0                  0         1195.02992                6.7
         40          5   -0.0002855997899   -4.836584258e-05   -3.945295962e-05   -5.453045008e-07                  0                  0         1195.02992                6.7
         44          5     0.001132194344   -0.0009084775217   -0.0002726385616    4.499451709e-05                  0                  0         1195.02992                6.7
         45          5    0.0003603558753     6.00730006e-05    4.943584829e-05    7.308008923e-07                  0                  0         1195.02992                6.7
         49          5    -0.001897570381     0.000937587008    0.0003057553091   -4.057112801e-05                  0                  0         1195.02992                6.7
         50          5   -0.0003590777224   -6.012370125e-05   -4.929225049e-05   -7.035483419e-07                  0                  0         1195.02992                6.7
         54          5    -0.006702444089   -0.0001882565055   -0.0005739405343   -1.520467687e-05                  0                  0         1195.02992                6.7
         55          5    0.0004358090126    7.157811804e-05    5.932192079e-05     9.16071662e-07                  0                  0         1195.02992                6.7
         59          5     0.002264658688     0.001028503492    0.0005962569634    3.666731872e-06                  0                  0         1195.02992                6.7
         60          5   -0.0004339545104   -7.165252991e-05   -5.911520227e-05   -8.770938975e-07                  0                  0         1195.02992                6.7
         64          5    -0.002264184354     0.001343681006   -0.0003229001312    -3.09569563e-05                  0                  0         1195.02992                6.7
         65          5    0.0005130453077     8.27971322e-05    6.919667441e-05    1.121770799e-06                  0                  0         1195.02992                6.7
         69          5     0.006393123039   -0.0004734319625    0.0004949889912    3.167026588e-05                  0                  0         1195.02992                6.7
         70          5   -0.0005105003197   -8.290072855e-05   -6.891541765e-05   -1.069160837e-06                  0                  0         1195.02992                6.7
         74          5      0.02231866073    0.0003502040176    0.0001842562657   -8.645664937e-05                  0                  0         1195.02992                6.7
         75          5     0.000592327096    9.367478725e-05    7.905125059e-05    1.350942663e-06                  0                  0         1195.02992                6.7
         79          5    -0.005914656103     0.001301054368   -0.0009755254706    5.714252288e-05                  0                  0         1195.02992                6.7
         80          5    -0.000588974648   -9.381368469e-05   -7.868407681e-05   -1.282922443e-06                  0                  0         1195.02992                6.7
#segment      12      13      33       2 QDI                                    
          4          6    0.0007823366994     0.000210772964    9.800415755e-05   -1.048112372e-05                  0                  0               0.15                6.7
          5          6    7.328873376e-05    2.123401411e-05    9.806289872e-06   -1.107692031e-06                  0                  0               0.15                6.7
          9          6   -0.0007769969363   -0.0002103352428   -9.742112923e-05    1.051188479e-05                  0                  0               0.15                6.7
         10          6   -7.323835492e-05   -2.122965109e-05   -9.800431575e-06    1.108067255e-06                  0                  0               0.15                6.7
         14          6     0.001811613328    0.0003952573485    0.0001862165662   -1.665785991e-05                  0                  0               0.15                6.7
         15          6    0.0001469217534    4.246517931e-05    1.961833456e-05   -2.211677652e-06                  0                  0               0.15                6.7
         18          6     -0.02066164843    -0.002591006093   -0.0003913322733    0.0002187739129                  0                  0               0.15                6.7
         19          6     -0.00179200114   -0.0003942439686   -0.0001839060614    1.664992821e-05                  0                  0               0.15                6.7
         20          6   -0.0001467197688   -4.244770982e-05   -1.959490385e-05    2.213171406e-06                  0                  0               0.15                6.7
         24          6     0.003023387254    0.0004374257104    0.0002107037095   -1.061229187e-05                  0                  0               0.15                6.7
         25          6     0.000221191725    6.368559336e-05    2.943565519e-05   -3.308592677e-06                  0                  0               0.15                6.7
         29          6    -0.003016908911   -0.0004397976092   -0.0002043069469    9.756408916e-06                  0                  0               0.15                6.7
         30          6    -0.000220735455   -6.364621879e-05   -2.938294571e-05    3.311926498e-06                  0                  0               0.15                6.7
         34          6     0.003524552156    9.118713147e-05    7.435937158e-05    2.155438519e-05                  0                  0               0.15                6.7
         35          6    0.0002963882374    8.488594641e-05    3.925701865e-05   -4.394999919e-06                  0                  0               0.15                6.7
         39          6    -0.003617868999   -9.233876341e-05   -5.315101731e-05   -2.478813718e-05                  0                  0               0.15                6.7
         40          6   -0.0002955727552   -8.481578478e-05   -3.916333813e-05    4.400858048e-06                  0                  0               0.15                6.7
         44          6     0.001006179082   -0.0007743631554   -0.0002633456647    7.871608861e-05                  0                  0               0.15                6.7
         45          6    0.0003727959281    0.0001060547681    4.908004821e-05   -5.467349513e-06                  0                  0               0.15                6.7
         49          6    -0.001774398028    0.0007072887305    0.0002968122873   -7.848180766e-05                  0                  0               0.15                6.7
         50          6    -0.000371513342   -0.0001059448645   -4.893372628e-05    5.476361696e-06                  0                  0               0.15                6.7
         54          6    -0.006794024114    -0.001034727127    -0.000570814634    5.681785925e-05                  0                  0               0.15                6.7
         55          6    0.0004506923299    0.0001271776521     5.89008192e-05   -6.521939358e-06                  0                  0               0.15                6.7
         59          6     0.002440791531     0.001323619615    0.0005911958537   -7.104213676e-05                  0                  0               0.15                6.7
         60          6   -0.0004488315231   -0.0001270190474    -5.86902171e-05    6.534661299e-06                  0                  0               0.15                6.7
         64          6    -0.002083366144     0.001071011616   -0.0003244913667    9.773829522e-06                  0                  0               0.15                6.7
         65          6    0.0005303456671    0.0001482364601    6.871343243e-05   -7.554875457e-06                  0                  0               0.15                6.7
         69          6     0.006382218592    0.0003278110899    0.0004950679307   -3.061939426e-05                  0                  0               0.15                6.7
         70          6   -0.0005277922497    -0.000148020295   -6.842695491e-05    7.571766286e-06                  0                  0               0.15                6.7
         74          6      0.02258198428     0.003166279752    0.0001695950104   -0.0001087192851                  0                  0               0.15                6.7
         75          6    0.0006120124366    0.0001692084764     7.85095679e-05    -8.56203266e-06                  0                  0               0.15                6.7
         79          6    -0.005774702525    0.0005679219287   -0.0009578035573    0.0001787783656                  0                  0               0.15                6.7
         80          6   -0.0006086492508   -0.0001689261831   -7.813567735e-05    8.583428647e-06                  0                  0               0.15                6.7
#segment      13      13      32    2550 end                                    
          4          6   -0.0009735856575   -3.959777822e-05   -9.433647336e-05    3.062990347e-06                  0                  0         1195.02992                6.7
          5          6   -9.512434985e-05   -5.322278412e-06   -9.052089097e-06    3.532283853e-07                  0                  0         1195.02992                6.7
          9          6    0.0009744087181    3.947579926e-05     9.43784488e-05   -2.955109374e-06                  0                  0         1195.02992                6.7
         10          6    9.513925204e-05    5.319814811e-06    9.053082625e-06   -3.520430131e-07                  0                  0         1195.02992                6.7
         14          6    -0.002000445643    1.431239299e-05   -0.0002001652614    2.955642095e-06                  0                  0         1195.02992                6.7
         15          6   -0.0001903907659   -1.056686275e-05   -1.812897816e-05    7.045257668e-07                  0                  0         1195.02992                6.7
         18          6     -0.01851988136   -5.278027696e-05    -0.001249235719    5.164359936e-05                  0                  0         1195.02992                6.7
         19          6     0.001996700664   -1.345062112e-05    0.0001996916419   -2.683337445e-06                  0                  0         1195.02992                6.7
         20          6    0.0001904495592    1.055715176e-05    1.813288105e-05   -6.997961997e-07                  0                  0         1195.02992                6.7
         24          6    -0.002653642471    0.0002747864288   -0.0002668674847   -4.606189858e-06                  0                  0         1195.02992                6.7
         25          6   -0.0002859531552   -1.565284307e-05   -2.725602551e-05    1.050757675e-06                  0                  0         1195.02992                6.7
         29          6     0.002622754994   -0.0002702055608    0.0002634175479    4.701242938e-06                  0                  0         1195.02992                6.7
         30          6    0.0002860823555    1.563156833e-05    2.726454056e-05   -1.040161159e-06                  0                  0         1195.02992                6.7
         34          6    -0.001621072508    0.0006904575861   -0.0001808942729    -2.77526875e-05                  0                  0         1195.02992                6.7
         35          6   -0.0003819584409   -2.049798716e-05   -3.645763668e-05    1.388765476e-06                  0                  0         1195.02992                6.7
         39          6     0.001431647576    -0.000701156163    0.0001652827966    2.840918207e-05                  0                  0         1195.02992                6.7
         40          6    0.0003821804592     2.04615924e-05    3.647211315e-05   -1.370040481e-06                  0                  0         1195.02992                6.7
         44          6     0.002703256621    0.0007796537204    0.0001877735531   -4.151778751e-05                  0                  0         1195.02992                6.7
         45          6   -0.0004785425429   -2.501815343e-05   -4.575672508e-05    1.715360812e-06                  0                  0         1195.02992                6.7
         49          6    -0.003044158096   -0.0008753809662   -0.0002744338779    4.045937336e-05                  0                  0         1195.02992                6.7
         50          6    0.0004788740053    2.496414736e-05    4.577802102e-05   -1.686333728e-06                  0                  0         1195.02992                6.7
