@ NAME             %08s "TRACKONE"
@ TYPE             %08s "TRACKONE"
@ TITLE            %08s "no-title"
@ ORIGIN           %20s "MAD-X 4.00.00 Darwin"
@ DATE             %08s "01/04/12"
@ TIME             %08s "18.32.33"
*     NUMBER       TURN                  X                 PX                  Y                 PY                  T                 PT                  S                  E 
$         %d         %d                %le                %le                %le                %le                %le                %le                %le                %le 
#segment       1      13      80       0 start                                  
         54          6     0.002690176142    -0.001265756069    0.0005537156574    7.146454349e-06                  0                  0         1195.02992                6.7
         55          6   -0.0005758261251   -2.912673327e-05   -5.517414254e-05    2.027320917e-06                  0                  0         1195.02992                6.7
         59          6    -0.005616846612   -0.0001934851464   -0.0006290246599    9.105678228e-06                  0                  0         1195.02992                6.7
         60          6    0.0005762764145    2.905398873e-05    5.520249073e-05   -1.985934973e-06                  0                  0         1195.02992                6.7
         64          6    -0.006600864489   -0.0006999130093    0.0001726815157    3.574641393e-05                  0                  0         1195.02992                6.7
         65          6   -0.0006739102872   -3.273412507e-05   -6.472806776e-05     2.32138509e-06                  0                  0         1195.02992                6.7
         69          6     0.000819060364     0.001394198602   -0.0002973177397   -4.890879903e-05                  0                  0         1195.02992                6.7
         70          6    0.0006744799765    3.264315707e-05    6.476294624e-05   -2.265731877e-06                  0                  0         1195.02992                6.7
         75          6   -0.0007728719939   -3.574721104e-05   -7.443335301e-05    2.594252399e-06                  0                  0         1195.02992                6.7
         79          6    -0.006952030738    -0.001087466415     0.001097861409    4.350178978e-05                  0                  0         1195.02992                6.7
         80          6    0.0007735514812    3.564046147e-05    7.447336131e-05   -2.522606618e-06                  0                  0         1195.02992                6.7
#segment      14      13      32       2 QDI                                    
          4          7   -0.0009887319842   -0.0001626702895   -9.299097991e-05    1.484874038e-05                  0                  0               0.15                6.7
          5          7   -9.682291522e-05    -1.73608146e-05   -8.914112013e-06    1.483576082e-06                  0                  0               0.15                6.7
          9          7    0.0009895444578    0.0001626508879    9.304869183e-05   -1.474713126e-05                  0                  0               0.15                6.7
         10          7    9.683758734e-05    1.736020584e-05    8.915273442e-06   -1.482526289e-06                  0                  0               0.15                6.7
         14          7    -0.002017170773   -0.0002376642142   -0.0001978402171     2.79962488e-05                  0                  0               0.15                6.7
         15          7   -0.0001937775466   -3.466110619e-05   -1.785307942e-05    2.968345238e-06                  0                  0               0.15                6.7
         18          7      -0.0187026006     -0.00238729749    -0.001229761062    0.0002076102558                  0                  0               0.15                6.7
         19          7     0.002013520124    0.0002380621476    0.0001974117708   -2.766719047e-05                  0                  0               0.15                6.7
         20          7    0.0001938354335    3.465871315e-05     1.78576528e-05   -2.964148958e-06                  0                  0               0.15                6.7
         24          7    -0.002637338056    -5.70529466e-05   -0.0002650456435    2.885924758e-05                  0                  0               0.15                6.7
         25          7    -0.000291007079   -5.183859783e-05   -2.684249069e-05    4.454378329e-06                  0                  0               0.15                6.7
         29          7     0.002606848376    5.778436609e-05    0.0002616423757   -2.833302355e-05                  0                  0               0.15                6.7
         30          7    0.0002911342974    5.183340514e-05    2.685251011e-05   -4.444947913e-06                  0                  0               0.15                6.7
         34          7     -0.00153247675    0.0004926734873     -0.00018334232   -4.836658037e-06                  0                  0               0.15                6.7
         35          7   -0.0003886474486   -6.882879763e-05   -3.590699404e-05    5.941602949e-06                  0                  0               0.15                6.7
         39          7     0.001339654331   -0.0005273458289    0.0001679758766    7.442135589e-06                  0                  0               0.15                6.7
         40          7    0.0003888660858    6.882003988e-05    3.592413425e-05   -5.924867124e-06                  0                  0               0.15                6.7
         44          7     0.002846083757     0.001127696892    0.0001797989109   -6.464369411e-05                  0                  0               0.15                6.7
         45          7    -0.000486823197   -8.556389964e-05   -4.506976409e-05    7.429730377e-06                  0                  0               0.15                6.7
         49          7    -0.003204606667    -0.001267290591   -0.0002658022263    7.444845283e-05                  0                  0               0.15                6.7
         50          7    0.0004871496611    8.555115736e-05    4.509520008e-05   -7.403643443e-06                  0                  0               0.15                6.7
         54          7     0.002525103648   -0.0009386644885    0.0005495750845   -6.226733781e-05                  0                  0               0.15                6.7
         55          7   -0.0005856430946   -0.0001019716849    -5.43519384e-05    8.918179621e-06                  0                  0               0.15                6.7
         59          7    -0.005698968319   -0.0009031896968   -0.0006217454349    8.779816797e-05                  0                  0               0.15                6.7
         60          7    0.0005860866876    0.0001019550028     5.43862083e-05    -8.88073331e-06                  0                  0               0.15                6.7
         64          7    -0.006768475731    -0.001538410424    0.0001764021239    1.378373604e-05                  0                  0               0.15                6.7
         65          7    -0.000685195713   -0.0001179744475    -6.37720122e-05    1.040599733e-05                  0                  0               0.15                6.7
         69          7     0.001036577533     0.001510580379   -0.0003018339762   -1.121303025e-05                  0                  0               0.15                6.7
         70          7    0.0006857570905    0.0001179544177    6.381488435e-05   -1.035523582e-05                  0                  0               0.15                6.7
         75          7   -0.0007855447315   -0.0001334878907   -7.334519165e-05     1.18917737e-05                  0                  0               0.15                6.7
         79          7    -0.007181271969    -0.001973877978     0.001094037876   -9.440206081e-05                  0                  0               0.15                6.7
         80          7    0.0007862145685     0.000133465768    7.339553671e-05   -1.182581252e-05                  0                  0               0.15                6.7
#segment      15      13      32    2550 end                                    
          4          7    0.0009650658415    -4.48562641e-05    5.837814454e-05   -6.913716272e-06                  0                  0         1195.02992                6.7
          5          7    9.874294709e-05   -2.718626782e-06    5.095352021e-06   -7.138816226e-07                  0                  0         1195.02992                6.7
          9          7   -0.0009685391876    4.462578444e-05   -5.905365454e-05    6.863335566e-06                  0                  0         1195.02992                6.7
         10          7   -9.876315523e-05    2.717344054e-06   -5.101960382e-06       7.135233e-07                  0                  0         1195.02992                6.7
         14          7     0.001669460584   -0.0001953236701    0.0001510708511   -1.168703065e-05                  0                  0         1195.02992                6.7
         15          7    0.0001973686698   -5.544146893e-06    1.023336445e-05   -1.426777303e-06                  0                  0         1195.02992                6.7
         18          7     -0.01707058508    0.0002056246953   -0.0003247115237   -0.0001628418405                  0                  0         1195.02992                6.7
         19          7    -0.001701702437    0.0001937275439   -0.0001541378827    1.125501025e-05                  0                  0         1195.02992                6.7
         20          7   -0.0001974512004    5.538875188e-06   -1.025980669e-05    1.425328208e-06                  0                  0         1195.02992                6.7
         24          7      0.00128674467   -0.0004946885988    0.0002560491545   -6.521288522e-06                  0                  0         1195.02992                6.7
         25          7    0.0002957723145   -8.582543589e-06    1.546281713e-05    -2.13732826e-06                  0                  0         1195.02992                6.7
         29          7    -0.001414363795    0.0004870610086   -0.0002618901977    4.780082476e-06                  0                  0         1195.02992                6.7
         30          7   -0.0002959644321    8.570168281e-06   -1.552234844e-05    2.134007895e-06                  0                  0         1195.02992                6.7
         34          7    -0.001361579309   -0.0007205848032    0.0002713640235    2.276719674e-05                  0                  0         1195.02992                6.7
         35          7     0.000393835077   -1.194038226e-05    2.083150443e-05   -2.844130842e-06                  0                  0         1195.02992                6.7
         39          7     0.001255299796    0.0006939696817   -0.0002743861452   -2.547811176e-05                  0                  0         1195.02992                6.7
         40          7   -0.0003941926588    1.191712527e-05   -2.093743888e-05      2.8380767e-06                  0                  0         1195.02992                6.7
         44          7    -0.004734952085   -0.0001496921301   -7.539595778e-05    4.501972794e-05                  0                  0         1195.02992                6.7
         45          7    0.0004914179893   -1.572497406e-05    2.638570959e-05   -3.545705461e-06                  0                  0         1195.02992                6.7
         49          7     0.005314796124    6.956488704e-06    0.0002244883208    -4.29901424e-05                  0                  0         1195.02992                6.7
         50          7    -0.000492009052    1.568614987e-05   -2.655146425e-05    3.535936105e-06                  0                  0         1195.02992                6.7
         54          7     0.004849869832     0.001013117964   -0.0005091172879   -4.108706219e-05                  0                  0         1195.02992                6.7
         55          7    0.0005883555909   -2.004444795e-05    3.216963967e-05   -4.240464143e-06                  0                  0         1195.02992                6.7
         59          7     0.003809141562   -0.0008765480788    0.0006095631162   -2.823734722e-05                  0                  0         1195.02992                6.7
         60          7   -0.0005892641174    1.998425386e-05   -3.240879779e-05    4.225838385e-06                  0                  0         1195.02992                6.7
         64          7     0.003403671501    -0.001363054555   -7.332308483e-05   -2.925102439e-05                  0                  0         1195.02992                6.7
         65          7    0.0006844497293   -2.500770497e-05    3.822480994e-05   -4.926675483e-06                  0                  0         1195.02992                6.7
         69          7    -0.007094774498    3.531264256e-05    0.0001213842908    4.509662593e-05                  0                  0         1195.02992                6.7
         70          7   -0.0006857794132    2.491906531e-05   -3.855120793e-05    4.905846565e-06                  0                  0         1195.02992                6.7
         75          7    0.0007794631832   -3.072427018e-05    4.458937899e-05   -5.602426076e-06                  0                  0         1195.02992                6.7
         79          7    -0.003029207228     -0.00176558524    -0.000685531503   -8.588686527e-05                  0                  0         1195.02992                6.7
         80          7   -0.0007813414705    3.059872649e-05   -4.501721812e-05    5.573790529e-06                  0                  0         1195.02992                6.7
#segment      16      13      32       2 QDI                                    
          4          8    0.0009674238322    7.634549861e-05    5.679513882e-05   -1.415987002e-05                  0                  0               0.15                6.7
          5          8    9.926573451e-05    9.700068939e-06    4.940670388e-06   -1.345300293e-06                  0                  0               0.15                6.7
          9          8   -0.0009709646379    -7.70158914e-05   -5.747182724e-05    1.419456319e-05                  0                  0               0.15                6.7
         10          8   -9.928632638e-05    -9.70391056e-06   -4.947270159e-06    1.345772963e-06                  0                  0               0.15                6.7
         14          8     0.001655825069    1.323138097e-05    0.0001479020724   -3.049698125e-05                  0                  0               0.15                6.7
         15          8     0.000198397054    1.927746225e-05    9.923747276e-06   -2.694966648e-06                  0                  0               0.15                6.7
         18          8     -0.01720074419    -0.001943802318   -0.0003460063854   -0.0001206434686                  0                  0               0.15                6.7
         19          8    -0.001688611368   -1.890593863e-05   -0.0001510048501    3.045313583e-05                  0                  0               0.15                6.7
         20          8   -0.0001984811567   -1.929318485e-05   -9.950157439e-06    2.696842774e-06                  0                  0               0.15                6.7
         24          8     0.001224451447   -0.0003371915627     0.000252665204      -3.852717e-05                  0                  0               0.15                6.7
         25          8    0.0002972721678      2.8611982e-05    1.499775478e-05   -4.053762184e-06                  0                  0               0.15                6.7
         29          8    -0.001354422684    0.0003134084369    -0.000258711658    3.753386859e-05                  0                  0               0.15                6.7
         30          8   -0.0002974679606   -2.864868625e-05   -1.505722253e-05    4.057928673e-06                  0                  0               0.15                6.7
         34          8     -0.00148285646    -0.000898981942    0.0002722154835   -1.143223363e-05                  0                  0               0.15                6.7
         35          8    0.0003957551154     3.75810845e-05    2.021024752e-05   -5.426282154e-06                  0                  0               0.15                6.7
         39          8     0.001371569135    0.0008587214776   -0.0002756145355    9.125308245e-06                  0                  0               0.15                6.7
         40          8   -0.0003961195713    -3.76496262e-05   -2.031609064e-05    5.433552048e-06                  0                  0               0.15                6.7
         44          8    -0.004802161507    -0.000747840205   -6.795488713e-05    5.403867951e-05                  0                  0               0.15                6.7
         45          8    0.0004936894701    4.605893204e-05    2.560729456e-05   -6.816857338e-06                  0                  0               0.15                6.7
         49          8     0.005366000029    0.0006768339727    0.0002159481208   -7.070030298e-05                  0                  0               0.15                6.7
         50          8   -0.0004942919528   -4.617261293e-05   -2.577295067e-05    6.827938767e-06                  0                  0               0.15                6.7
         54          8     0.005048084975     0.001633897253   -0.0005104714006    2.306059595e-05                  0                  0               0.15                6.7
         55          8    0.0005908919397    5.391552261e-05    3.123292453e-05   -8.229451129e-06                  0                  0               0.15                6.7
         59          8     0.003713193858   -0.0004047627316    0.0005996062332   -0.0001043125164                  0                  0               0.15                6.7
         60          8   -0.0005918180976   -5.409078433e-05   -3.147201971e-05    8.244914787e-06                  0                  0               0.15                6.7
         64          8      0.00323069178   -0.0009469609882   -7.700717364e-05   -1.979296139e-05                  0                  0               0.15                6.7
         65          8     0.000687146115    6.101595472e-05    3.712852104e-05   -9.667547723e-06                  0                  0               0.15                6.7
         69          8    -0.007156416235   -0.0008584926182    0.0001269856156    2.947037586e-05                  0                  0               0.15                6.7
         70          8   -0.0006885016851   -6.127300797e-05   -3.745496291e-05    9.687792376e-06                  0                  0               0.15                6.7
         75          8    0.0007821960555    6.721977323e-05    4.333216978e-05   -1.113403064e-05                  0                  0               0.15                6.7
         79          8    -0.003323465614    -0.002164011762   -0.0006919248637     7.76120719e-07                  0                  0               0.15                6.7
         80          8   -0.0007841109595   -6.758321805e-05   -4.376026579e-05    1.115924645e-05                  0                  0               0.15                6.7
#segment      17      13      32    2550 end                                    
          4          8   -0.0007403927775    0.0001178683165   -3.310025941e-06    8.439640781e-06                  0                  0         1195.02992                6.7
          5          8   -8.088160598e-05    1.016074347e-05    6.188861282e-07    8.278820149e-07                  0                  0         1195.02992                6.7
          9          8    0.0007307825705   -0.0001185059047    3.397463913e-06   -8.477516604e-06                  0                  0         1195.02992                6.7
         10          8    8.078629306e-05      -1.016696e-05   -6.173106754e-07     -8.2816529e-07                  0                  0         1195.02992                6.7
         14          8   -0.0009286745458    0.0003142861814    -6.02414688e-05    1.631715644e-05                  0                  0         1195.02992                6.7
         15          8   -0.0001614498025    2.041907673e-05    1.180610026e-06    1.656829292e-06                  0                  0         1195.02992                6.7
         18          8     -0.01818175487    0.0002856287107      0.00132156994   -0.0002534075364                  0                  0         1195.02992                6.7
         19          8    0.0008936408363   -0.0003185664492    6.038454953e-05   -1.662038285e-05                  0                  0         1195.02992                6.7
         20          8    0.0001610683139    -2.04439369e-05   -1.174404206e-06   -1.657972203e-06                  0                  0         1195.02992                6.7
         24          8    0.0004056046654    0.0005291027154   -0.0002063039526    1.287255192e-05                  0                  0         1195.02992                6.7
         25          8   -0.0002412892305    3.087816806e-05      1.6265134e-06     2.48812794e-06                  0                  0         1195.02992                6.7
         29          8   -0.0004226425495   -0.0005459637967    0.0002073445196   -1.377878377e-05                  0                  0         1195.02992                6.7
         30          8    0.0002404300953   -3.093405857e-05   -1.612906818e-06   -2.490736861e-06                  0                  0         1195.02992                6.7
         34          8     0.003574892026    0.0003804851784   -0.0003667858107   -1.468106994e-05                  0                  0         1195.02992                6.7
         35          8   -0.0003199711348    4.163982976e-05    1.898203502e-06    3.322946411e-06                  0                  0         1195.02992                6.7
         39          8    -0.003386103405    -0.000402576417    0.0003628543564    1.406036782e-05                  0                  0         1195.02992                6.7
         40          8    0.0003184419453   -4.173911769e-05   -1.874890425e-06   -3.327679724e-06                  0                  0         1195.02992                6.7
         44          8     0.003729377456   -0.0006110027386   -5.728660094e-05   -4.499706422e-05                  0                  0         1195.02992                6.7
         45          8   -0.0003970465673    5.280374734e-05    1.937757267e-06    4.162275643e-06                  0                  0         1195.02992                6.7
         49          8    -0.003154720487    0.0008821593223   -0.0001549162345    5.037587387e-05                  0                  0         1195.02992                6.7
         50          8    0.0003946538883    -5.29588244e-05   -1.903059867e-06   -4.169868587e-06                  0                  0         1195.02992                6.7
         54          8    -0.005895795394     0.000708453904    0.0004717892744    2.137471523e-05                  0                  0         1195.02992                6.7
         55          8   -0.0004720397775    6.446655035e-05    1.687949461e-06    5.006862661e-06                  0                  0         1195.02992                6.7
         59          8     0.001308260222     0.001062242547   -0.0005916196987    9.416331923e-06                  0                  0         1195.02992                6.7
         60          8    0.0004685894487   -6.468998439e-05   -1.640956863e-06   -5.018155998e-06                  0                  0         1195.02992                6.7
         64          8     0.005691951457     0.001062511838   -7.279642232e-05    2.789813874e-05                  0                  0         1195.02992                6.7
         65          8   -0.0005444419222    7.672076578e-05    1.092507521e-06    5.857135055e-06                  0                  0         1195.02992                6.7
         69          8     0.001175873635    -0.001393580203    3.498829105e-05   -4.488081296e-05                  0                  0         1195.02992                6.7
         70          8    0.0005397395185   -7.702554361e-05   -1.033178734e-06   -5.873108174e-06                  0                  0         1195.02992                6.7
         75          8   -0.0006137049997    8.965359031e-05    9.638935789e-08    6.713114674e-06                  0                  0         1195.02992                6.7
         79          8     -0.02577893309    -0.000839079787    -0.001244432368   -0.0001161841467                  0                  0         1195.02992                6.7
         80          8    0.0006075568246   -9.005350034e-05   -2.561121694e-08   -6.734923846e-06                  0                  0         1195.02992                6.7
#segment      18      13      32       2 QDI                                    
          4          9   -0.0007296442308    2.567063025e-05   -2.016912546e-06    8.774786347e-06                  0                  0               0.15                6.7
          5          9   -8.011600422e-05    6.330573552e-08     7.36856486e-07    7.425851549e-07                  0                  0               0.15                6.7
          9          9    0.0007198473908   -2.752538832e-05    2.097864384e-06   -8.823256454e-06                  0                  0               0.15                6.7
         10          9     8.00188564e-05   -8.159300353e-08   -7.353382125e-07   -7.430630725e-07                  0                  0               0.15                6.7
         14          9    -0.000890147559     0.000200213414   -5.723484342e-05    2.370820578e-05                  0                  0               0.15                6.7
         15          9   -0.0001599009568    2.646205364e-07    1.417247794e-06    1.493384467e-06                  0                  0               0.15                6.7
         18          9     -0.01831036206     -0.00200308152      0.00127124515   -0.0004165350985                  0                  0               0.15                6.7
         19          9    0.0008541391683   -0.0002089492956    5.733123684e-05   -2.402649876e-05                  0                  0               0.15                6.7
         20          9    0.0001595121272   -3.377934738e-07   -1.411271254e-06   -1.495293833e-06                  0                  0               0.15                6.7
         24          9    0.0004890473923    0.0005852134454   -0.0002024382882    3.858866451e-05                  0                  0               0.15                6.7
         25          9   -0.0002389200548    7.604330721e-07    1.983259776e-06    2.261018227e-06                  0                  0               0.15                6.7
         29          9    -0.000508783182   -0.0006043808956    0.0002033335576   -3.961668996e-05                  0                  0               0.15                6.7
         30          9    0.0002380444018   -9.251259279e-07   -1.970171311e-06   -2.265306672e-06                  0                  0               0.15                6.7
         34          9     0.003665881454    0.0008346115421   -0.0003655304602    3.139277758e-05                  0                  0               0.15                6.7
         35          9   -0.0003167251771    1.707551539e-06    2.377223746e-06    3.053956917e-06                  0                  0               0.15                6.7
         39          9    -0.003478635287   -0.0008331186551    0.0003615431785   -3.151527058e-05                  0                  0               0.15                6.7
         40          9    0.0003151666162   -2.000496798e-06    -2.35483776e-06   -3.061565397e-06                  0                  0               0.15                6.7
         44          9     0.003672634038   -0.0001467638593   -6.347604837e-05    -3.73992542e-05                  0                  0               0.15                6.7
         45          9   -0.0003928481388    3.263182108e-06    2.541909732e-06    3.880436358e-06                  0                  0               0.15                6.7
         49          9    -0.003051752501    0.0004929021502   -0.0001459261611    6.930344273e-05                  0                  0               0.15                6.7
         50          9    0.0003904095447   -3.721266642e-06   -2.508674122e-06   -3.892303323e-06                  0                  0               0.15                6.7
         54          9    -0.005844833408   -2.789409567e-05    0.0004705469824   -3.791258824e-05                  0                  0               0.15                6.7
         55          9   -0.0004667941596    5.584824042e-06    2.420742559e-06    4.748363352e-06                  0                  0               0.15                6.7
         59          9     0.001480444037     0.001237144321   -0.0005846459123    8.342135488e-05                  0                  0               0.15                6.7
         60          9    0.0004632776487   -6.245203881e-06   -2.375880737e-06   -4.765435732e-06                  0                  0               0.15                6.7
         64          9      0.00590554597      0.00178988293    -6.79399826e-05    3.675260226e-05                  0                  0               0.15                6.7
         65          9   -0.0005380356716    8.830005871e-06    1.958042996e-06    5.665208963e-06                  0                  0               0.15                6.7
         69          9    0.0009772762954    -0.001258539085    2.794812906e-05   -4.884047238e-05                  0                  0               0.15                6.7
         70          9    0.0005332430296   -9.730293359e-06   -1.901660805e-06   -5.688462066e-06                  0                  0               0.15                6.7
         75          9   -0.0006060063808    1.315581061e-05    1.099290037e-06    6.637888228e-06                  0                  0               0.15                6.7
         79          9     -0.02614847501    -0.004095859568    -0.001250098098    4.075981479e-05                  0                  0               0.15                6.7
         80          9    0.0005997400087   -1.433433542e-05   -1.032438865e-06   -6.668356381e-06                  0                  0               0.15                6.7
#segment      19      13      32    2550 end                                    
          4          9     0.000331311435   -0.0001644751536   -5.326851231e-05   -7.204706084e-06                  0                  0         1195.02992                6.7
          5          9    4.524934164e-05    -1.53984575e-05   -6.122158688e-06   -6.558009916e-07                  0                  0         1195.02992                6.7
          9          9   -0.0003381494762    0.0001631218563    5.305548635e-05    7.251345827e-06                  0                  0         1195.02992                6.7
         10          9   -4.531843417e-05    1.538594386e-05    6.120271971e-06    6.564081529e-07                  0                  0         1195.02992                6.7
         14          9   -0.0001159145836   -0.0003550197499   -4.932559319e-05   -1.675212741e-05                  0                  0         1195.02992                6.7
         15          9    8.973598182e-05   -3.087731091e-05   -1.219912727e-05   -1.315327457e-06                  0                  0         1195.02992                6.7
         18          9     -0.01920280685    0.0001689217019     0.002628110883   -8.746970459e-05                  0                  0         1195.02992                6.7
         19          9    0.0001018526103    0.0003500458099    4.791186247e-05     1.67242637e-05                  0                  0         1195.02992                6.7
         20          9   -9.001248711e-05    3.082710256e-05    1.219155239e-05     1.31774058e-06                  0                  0         1195.02992                6.7
         24          9    -0.002006177547   -0.0004102912199     0.000116834533   -1.950918203e-05                  0                  0         1195.02992                6.7
         25          9    0.0001327611945   -4.650297518e-05   -1.818351986e-05   -1.982875916e-06                  0                  0         1195.02992                6.7
         29          9     0.002062755187    0.0004089995677   -0.0001259330032    1.832001488e-05                  0                  0         1195.02992                6.7
         30          9   -0.0001333838656    4.638943587e-05    1.816637036e-05    1.988246714e-06                  0                  0         1195.02992                6.7
         34          9    -0.003927783534     0.000185824942    0.0003945779965   -3.267780893e-06                  0                  0         1195.02992                6.7
         35          9    0.0001736165036    -6.23387471e-05   -2.402729814e-05   -2.662652469e-06                  0                  0         1195.02992                6.7
         39          9     0.003914965889   -0.0001477098539   -0.0004040866373    2.200424702e-06                  0                  0         1195.02992                6.7
         40          9   -0.0001747244797    6.213551852e-05    2.399654514e-05    2.672052415e-06                  0                  0         1195.02992                6.7
         44          9   -0.0004349250464    0.0009032227162    0.0001518977251    4.570413386e-05                  0                  0         1195.02992                6.7
         45          9    0.0002115792598   -7.844311553e-05   -2.968141429e-05   -3.358712582e-06                  0                  0         1195.02992                6.7
         49          9    -0.002146922604   -0.0009814463847    0.0001322951286   -5.096540647e-05                  0                  0         1195.02992                6.7
         50          9   -0.0002133117604    7.812287587e-05    2.963282642e-05    3.373097277e-06                  0                  0         1195.02992                6.7
         54          9   -0.0009712889819    -0.001241646582   -0.0003785725017   -3.141788828e-05                  0                  0         1195.02992                6.7
         55          9    0.0002459088755   -9.486798238e-05   -3.509543216e-05    -4.07489161e-06                  0                  0         1195.02992                6.7
         59          9    -0.005384622511    -0.000401610855    0.0006230900057   -1.594349803e-05                  0                  0         1195.02992                6.7
         60          9   -0.0002484043826    9.440230161e-05    3.502451317e-05    4.095061853e-06                  0                  0         1195.02992                6.7
         64          9     -0.00495483235     0.001142675857    0.0001720073015   -3.256533166e-05                  0                  0         1195.02992                6.7
         65          9    0.0002758438196    -0.000111656834    -4.02171125e-05   -4.814722438e-06                  0                  0         1195.02992                6.7
         69          9      0.00618856535    0.0007297644328   -0.0001749262364    3.470633355e-05                  0                  0         1195.02992                6.7
         70          9   -0.0002792383562    0.0001110161057    4.011903328e-05    4.841281406e-06                  0                  0         1195.02992                6.7
         75          9    0.0003005993389   -0.0001288428294   -4.499194832e-05   -5.581337039e-06                  0                  0         1195.02992                6.7
         79          9      0.02027363633       0.0018423034      0.01460701364     0.001557494107                  0                  0         1195.02992                6.7
         80          9    -0.000305023945    0.0001279963382     4.48614766e-05    5.614643422e-06                  0                  0         1195.02992                6.7
#segment      20      13      32       2 QDI                                    
          4         10    0.0003096892748   -0.0001242729125   -5.384469444e-05   -4.656539159e-07                  0                  0               0.15                6.7
          5         10    4.335934169e-05   -9.841103809e-06   -6.162624905e-06    1.170990084e-07                  0                  0               0.15                6.7
          9         10   -0.0003167954812    0.0001220450607    5.364064657e-05    5.385339562e-07                  0                  0               0.15                6.7
         10         10   -4.343096921e-05    9.819764501e-06    6.160846726e-06   -1.162612693e-07                  0                  0               0.15                6.7
         14         10   -0.0001704288821   -0.0003729786209   -5.136648857e-05   -1.041706181e-05                  0                  0               0.15                6.7
         15         10    8.593668679e-05   -1.985948382e-05   -1.228104191e-05    2.248480469e-07                  0                  0               0.15                6.7
         18         10     -0.01935861114    -0.002249570817     0.002590307152   -0.0004157876833                  0                  0               0.15                6.7
         19         10    0.0001554857655    0.0003661855416    4.996189131e-05    1.056651385e-05                  0                  0               0.15                6.7
         20         10   -8.622335646e-05    1.977395429e-05    1.227389912e-05   -2.215089583e-07                  0                  0               0.15                6.7
         24         10    -0.002086847554    -0.000666997304    0.0001128181967   -3.395783662e-05                  0                  0               0.15                6.7
         25         10    0.0001270167217   -3.021024059e-05   -1.830895336e-05     3.13056474e-07                  0                  0               0.15                6.7
         29         10     0.002143764775    0.0006728238151   -0.0001220088868    3.391933623e-05                  0                  0               0.15                6.7
         30         10   -0.0001276623536    3.001715594e-05    1.829276829e-05   -3.055884241e-07                  0                  0               0.15                6.7
         34         10    -0.003936889702   -0.0003074311267    0.0003903773071    -5.26534253e-05                  0                  0               0.15                6.7
         35         10    0.0001658747597   -4.104655595e-05   -2.419940182e-05    3.715415092e-07                  0                  0               0.15                6.7
         39         10     0.003929686331    0.0003442905381   -0.0003999560947    5.278695909e-05                  0                  0               0.15                6.7
         40         10   -0.0001670237723     4.07017737e-05     2.41703437e-05    -3.58378532e-07                  0                  0               0.15                6.7
         44         10    -0.000303120161    0.0008569340445    0.0001573028314    2.625070935e-05                  0                  0               0.15                6.7
         45         10     0.000201772531   -5.251854457e-05   -2.990440729e-05    3.901431588e-07                  0                  0               0.15                6.7
         49         10    -0.002314863567    -0.001261280401    0.0001234297112   -6.705439394e-05                  0                  0               0.15                6.7
         50         10   -0.0002035695687    5.197693956e-05    2.985842746e-05   -3.698087152e-07                  0                  0               0.15                6.7
         54         10     -0.00116728797    -0.001375773712   -0.0003797089122    1.628956225e-05                  0                  0               0.15                6.7
         55         10     0.000233954649    -6.47719328e-05   -3.537458163e-05    3.587456003e-07                  0                  0               0.15                6.7
         59         10    -0.005495869679    -0.001084012862     0.000614844156   -9.382841211e-05                  0                  0               0.15                6.7
         60         10   -0.0002365437785    6.398735412e-05    3.530734586e-05   -3.298833186e-07                  0                  0               0.15                6.7
         64         10    -0.004829652145    0.0005290131901    0.0001655196391   -5.380091714e-05                  0                  0               0.15                6.7
         65         10    0.0002616458523   -7.794659139e-05   -4.055870528e-05    2.673068131e-07                  0                  0               0.15                6.7
         69         10     0.006356777404     0.001516582428   -0.0001680909686    5.628734039e-05                  0                  0               0.15                6.7
         70         10   -0.0002651688354    7.687201057e-05    4.046552011e-05   -2.287144022e-07                  0                  0               0.15                6.7
         75         10    0.0002840489923   -9.217489306e-05   -4.540325237e-05    1.058979115e-07                  0                  0               0.15                6.7
         79         10      0.02074218111     0.004414730736      0.01470248705    -0.000286519915                  0                  0               0.15                6.7
         80         10   -0.0002886427275    9.076279017e-05    4.527898837e-05   -5.656477194e-08                  0                  0               0.15                6.7
#segment      21      13      31    2550 end                                    
          4         10    0.0001424091757    0.0001714373776    9.279407798e-05    3.714182525e-06                  0                  0         1195.02992                6.7
          5         10    1.247430654e-07    1.725870205e-05    9.512653541e-06    2.580422206e-07                  0                  0         1195.02992                6.7
          9         10   -0.0001435076702   -0.0001723461332   -9.198367106e-05   -3.594464218e-06                  0                  0         1195.02992                6.7
         10         10   -1.604888693e-07   -1.726805414e-05   -9.504496822e-06   -2.568215261e-07                  0                  0         1195.02992                6.7
         14         10     0.001108583821    0.0002958352756    0.0001465268374    1.253401011e-05                  0                  0         1195.02992                6.7
         15         10    1.072928101e-06    3.451385551e-05     1.90214072e-05    5.240230558e-07                  0                  0         1195.02992                6.7
         18         10     -0.01897160029    0.0001541949996    0.0007444472817    0.0002265606213                  0                  0         1195.02992                6.7
         19         10    -0.001092169609   -0.0002987866751   -0.0001434840108   -1.223306878e-05                  0                  0         1195.02992                6.7
         20         10   -1.212879291e-06   -3.455123595e-05   -1.898878185e-05   -5.191397498e-07                  0                  0         1195.02992                6.7
         24         10     0.002931773212    0.0001218769717   -4.650194939e-06    2.132258962e-05                  0                  0         1195.02992                6.7
